日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分,,
20240430,アイティフォー,4743,情報・通信業,0.00%,TOPIX Small 2,,
20240430,大紀アルミニウム工業所,5702,非鉄金属,0.00%,TOPIX Small 1,,
20240430,イワキ,6237,機械,0.00%,TOPIX Small 2,,
20240430,レオン自動機,6272,機械,0.00%,TOPIX Small 2,,
20240430,三櫻工業,6584,輸送用機器,0.00%,TOPIX Small 1,,
20240430,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.00%,TOPIX Small 2,,
20240430,長野計器,7715,精密機器,0.00%,TOPIX Small 1,,
20240430,大分銀行,8392,銀行業,0.00%,TOPIX Small 2,,
20240430,栃木銀行,8550,銀行業,0.00%,TOPIX Small 2,,
20240430,ビジョン,9416,情報・通信業,0.00%,TOPIX Small 1,,
20240430,丹青社,9743,サービス業,0.00%,TOPIX Small 1,,
20240430,日伝,9902,卸売業,0.00%,TOPIX Small 2,,
20240430,フジオフードグループ本社,2752,小売業,0.00%,TOPIX Small 1,,
20240430,オイシックス・ラ・大地,3182,小売業,0.00%,TOPIX Small 1,,
20240430,ベルシステム２４ホールディングス,6183,サービス業,0.00%,TOPIX Small 1,,
20240430,インソース,6200,サービス業,0.00%,TOPIX Small 1,,
20240430,巴工業,6309,機械,0.00%,TOPIX Small 2,,
20240430,帝国電機製作所,6333,機械,0.00%,TOPIX Small 2,,
20240430,ツバキ・ナカシマ,6464,機械,0.00%,TOPIX Small 1,,
20240430,スミダコーポレーション,6817,電気機器,0.00%,TOPIX Small 1,,
20240430,日本ケミコン,6997,電気機器,0.00%,TOPIX Small 1,,
20240430,西華産業,8061,卸売業,0.00%,TOPIX Small 2,,
20240430,不二家,2211,食料品,0.00%,TOPIX Small 2,,
20240430,ＳＲＥホールディングス,2980,不動産業,0.00%,TOPIX Small 1,,
20240430,フージャースホールディングス,3284,不動産業,0.00%,TOPIX Small 2,,
20240430,タキロンシーアイ,4215,化学,0.00%,TOPIX Small 2,,
20240430,クイック,4318,サービス業,0.00%,TOPIX Small 2,,
20240430,インテージホールディングス,4326,情報・通信業,0.00%,TOPIX Small 2,,
20240430,クレスコ,4674,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本金銭機械,6418,機械,0.00%,TOPIX Small 2,,
20240430,マースグループホールディングス,6419,機械,0.00%,TOPIX Small 1,,
20240430,コジマ,7513,小売業,0.00%,TOPIX Small 2,,
20240430,福井銀行,8362,銀行業,0.00%,TOPIX Small 2,,
20240430,トランコム,9058,倉庫・運輸関連業,0.00%,TOPIX Small 1,,
20240430,学研ホールディングス,9470,情報・通信業,0.00%,TOPIX Small 1,,
20240430,中部飼料,2053,食料品,0.00%,TOPIX Small 2,,
20240430,あみやき亭,2753,小売業,0.00%,TOPIX Small 2,,
20240430,三洋貿易,3176,卸売業,0.00%,TOPIX Small 2,,
20240430,アバントグループ,3836,情報・通信業,0.00%,TOPIX Small 2,,
20240430,マークラインズ,3901,情報・通信業,0.00%,TOPIX Small 1,,
20240430,日本精化,4362,化学,0.00%,TOPIX Small 2,,
20240430,高周波熱錬,5976,金属製品,0.00%,TOPIX Small 2,,
20240430,ベクトル,6058,サービス業,0.00%,TOPIX Small 1,,
20240430,アイホン,6718,電気機器,0.00%,TOPIX Small 2,,
20240430,Ｇ‐７ホールディングス,7508,小売業,0.00%,TOPIX Small 1,,
20240430,ＪＳＰ,7942,化学,0.00%,TOPIX Small 2,,
20240430,天馬,7958,化学,0.00%,TOPIX Small 2,,
20240430,松屋,8237,小売業,0.00%,TOPIX Small 1,,
20240430,四国銀行,8387,銀行業,0.00%,TOPIX Small 2,,
20240430,ベルーナ,9997,小売業,0.00%,TOPIX Small 1,,
20240430,不動テトラ,1813,建設業,0.00%,TOPIX Small 2,,
20240430,丸大食品,2288,食料品,0.00%,TOPIX Small 2,,
20240430,ハニーズホールディングス,2792,小売業,0.00%,TOPIX Small 2,,
20240430,わらべや日洋ホールディングス,2918,食料品,0.00%,TOPIX Small 1,,
20240430,鳥貴族ホールディングス,3193,小売業,0.00%,TOPIX Small 2,,
20240430,ダイキョーニシカワ,4246,化学,0.00%,TOPIX Small 2,,
20240430,北興化学工業,4992,化学,0.00%,TOPIX Small 2,,
20240430,新日本電工,5563,鉄鋼,0.00%,TOPIX Small 1,,
20240430,日本電波工業,6779,電気機器,0.00%,TOPIX Small 1,,
20240430,日本電子材料,6855,電気機器,0.00%,TOPIX Small 2,,
20240430,コーセル,6905,電気機器,0.00%,TOPIX Small 1,,
20240430,エスリード,8877,不動産業,0.00%,TOPIX Small 2,,
20240430,四電工,1939,建設業,0.00%,TOPIX Small 2,,
20240430,ケンコーマヨネーズ,2915,食料品,0.00%,TOPIX Small 2,,
20240430,グリー,3632,情報・通信業,0.00%,TOPIX Small 1,,
20240430,じげん,3679,情報・通信業,0.00%,TOPIX Small 1,,
20240430,堺化学工業,4078,化学,0.00%,TOPIX Small 1,,
20240430,プロトコーポレーション,4298,情報・通信業,0.00%,TOPIX Small 2,,
20240430,中部鋼鈑,5461,鉄鋼,0.00%,TOPIX Small 1,,
20240430,モリ工業,5464,鉄鋼,0.00%,TOPIX Small 2,,
20240430,フランスベッドホールディングス,7840,その他製品,0.00%,TOPIX Small 2,,
20240430,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,その他製品,0.00%,TOPIX Small 1,,
20240430,岩手銀行,8345,銀行業,0.00%,TOPIX Small 2,,
20240430,愛媛銀行,8541,銀行業,0.00%,TOPIX Small 2,,
20240430,水戸証券,8622,証券、商品先物取引業,0.00%,TOPIX Small 2,,
20240430,フィデアホールディングス,8713,銀行業,0.00%,TOPIX Small 2,,
20240430,山陽電気鉄道,9052,陸運業,0.00%,TOPIX Small 2,,
20240430,西本Ｗｉｓｍｅｔｔａｃホールディングス,9260,卸売業,0.00%,TOPIX Small 2,,
20240430,ミロク情報サービス,9928,情報・通信業,0.00%,TOPIX Small 1,,
20240430,ソフトクリエイトホールディングス,3371,情報・通信業,0.00%,TOPIX Small 1,,
20240430,アイル,3854,情報・通信業,0.00%,TOPIX Small 2,,
20240430,トーモク,3946,パルプ・紙,0.00%,TOPIX Small 2,,
20240430,多木化学,4025,化学,0.00%,TOPIX Small 2,,
20240430,ＡＣＣＥＳＳ,4813,情報・通信業,0.00%,TOPIX Small 2,,
20240430,トーヨーカネツ,6369,機械,0.00%,TOPIX Small 2,,
20240430,大崎電気工業,6644,電気機器,0.00%,TOPIX Small 2,,
20240430,ヨコオ,6800,電気機器,0.00%,TOPIX Small 1,,
20240430,佐鳥電機,7420,卸売業,0.00%,TOPIX Small 2,,
20240430,いちよし証券,8624,証券、商品先物取引業,0.00%,TOPIX Small 2,,
20240430,ゼンリン,9474,情報・通信業,0.00%,TOPIX Small 2,,
20240430,福井コンピュータホールディングス,9790,情報・通信業,0.00%,TOPIX Small 1,,
20240430,フィード・ワン,2060,食料品,0.00%,TOPIX Small 2,,
20240430,リンクアンドモチベーション,2170,サービス業,0.00%,TOPIX Small 1,,
20240430,保土谷化学工業,4112,化学,0.00%,TOPIX Small 2,,
20240430,大倉工業,4221,化学,0.00%,TOPIX Small 2,,
20240430,フルキャストホールディングス,4848,サービス業,0.00%,TOPIX Small 1,,
20240430,岡部,5959,金属製品,0.00%,TOPIX Small 2,,
20240430,アイチ　コーポレーション,6345,機械,0.00%,TOPIX Small 2,,
20240430,ダブル・スコープ,6619,電気機器,0.00%,TOPIX Small 1,,
20240430,ＬＩＴＡＬＩＣＯ,7366,サービス業,0.00%,TOPIX Small 1,,
20240430,薬王堂ホールディングス,7679,小売業,0.00%,TOPIX Small 2,,
20240430,未来工業,7931,化学,0.00%,TOPIX Small 2,,
20240430,スクロール,8005,小売業,0.00%,TOPIX Small 1,,
20240430,シナネンホールディングス,8132,卸売業,0.00%,TOPIX Small 2,,
20240430,新光商事,8141,卸売業,0.00%,TOPIX Small 2,,
20240430,東陽テクニカ,8151,卸売業,0.00%,TOPIX Small 2,,
20240430,日本トランスシティ,9310,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,イーレックス,9517,電気・ガス業,0.00%,TOPIX Small 1,,
20240430,セントラル警備保障,9740,サービス業,0.00%,TOPIX Small 1,,
20240430,日本国土開発,1887,建設業,0.00%,TOPIX Small 2,,
20240430,朝日工業社,1975,建設業,0.00%,TOPIX Small 2,,
20240430,井村屋グループ,2209,食料品,0.00%,TOPIX Small 2,,
20240430,新日本科学,2395,サービス業,0.00%,TOPIX Small 1,,
20240430,ジェイ・エス・ビー,3480,不動産業,0.00%,TOPIX Small 2,,
20240430,マクロミル,3978,情報・通信業,0.00%,TOPIX Small 1,,
20240430,リソー教育,4714,サービス業,0.00%,TOPIX Small 2,,
20240430,ウェザーニューズ,4825,情報・通信業,0.00%,TOPIX Small 1,,
20240430,コタ,4923,化学,0.00%,TOPIX Small 2,,
20240430,日本シイエムケイ,6958,電気機器,0.00%,TOPIX Small 2,,
20240430,レック,7874,化学,0.00%,TOPIX Small 2,,
20240430,椿本興業,8052,卸売業,0.00%,TOPIX Small 2,,
20240430,オークワ,8217,小売業,0.00%,TOPIX Small 2,,
20240430,ゼビオホールディングス,8281,小売業,0.00%,TOPIX Small 1,,
20240430,ＦＪネクストホールディングス,8935,不動産業,0.00%,TOPIX Small 2,,
20240430,飛島建設,1805,建設業,0.00%,TOPIX Small 2,,
20240430,高千穂交易,2676,卸売業,0.00%,TOPIX Small 2,,
20240430,あさひ,3333,小売業,0.00%,TOPIX Small 2,,
20240430,森六ホールディングス,4249,化学,0.00%,TOPIX Small 2,,
20240430,日本システム技術,4323,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本農薬,4997,化学,0.00%,TOPIX Small 2,,
20240430,富士石油,5017,石油・石炭製品,0.00%,TOPIX Small 2,,
20240430,ソラスト,6197,サービス業,0.00%,TOPIX Small 1,,
20240430,三菱化工機,6331,機械,0.00%,TOPIX Small 2,,
20240430,高速,7504,卸売業,0.00%,TOPIX Small 2,,
20240430,丸文,7537,卸売業,0.00%,TOPIX Small 2,,
20240430,ダイトロン,7609,卸売業,0.00%,TOPIX Small 2,,
20240430,松風,7979,精密機器,0.00%,TOPIX Small 2,,
20240430,テーオーシー,8841,不動産業,0.00%,TOPIX Small 2,,
20240430,澁澤倉庫,9304,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,関西フードマーケット,9919,小売業,0.00%,TOPIX Small 2,,
20240430,ＢＥＥＮＯＳ,3328,小売業,0.00%,TOPIX Small 2,,
20240430,東洋エンジニアリング,6330,建設業,0.00%,TOPIX Small 2,,
20240430,東光高岳,6617,電気機器,0.00%,TOPIX Small 2,,
20240430,ブイ・テクノロジー,7717,精密機器,0.00%,TOPIX Small 2,,
20240430,秋田銀行,8343,銀行業,0.00%,TOPIX Small 2,,
20240430,ギフトホールディングス,9279,小売業,0.00%,TOPIX Small 2,,
20240430,モロゾフ,2217,食料品,0.00%,TOPIX Small 2,,
20240430,なとり,2922,食料品,0.00%,TOPIX Small 2,,
20240430,八洲電機,3153,卸売業,0.00%,TOPIX Small 2,,
20240430,日本コークス工業,3315,石油・石炭製品,0.00%,TOPIX Small 2,,
20240430,第一工業製薬,4461,化学,0.00%,TOPIX Small 2,,
20240430,大日本塗料,4611,化学,0.00%,TOPIX Small 2,,
20240430,ＳＢＩグローバルアセットマネジメント,4765,サービス業,0.00%,TOPIX Small 2,,
20240430,タツタ電線,5809,非鉄金属,0.00%,TOPIX Small 1,,
20240430,ＴＯＡ,6809,電気機器,0.00%,TOPIX Small 2,,
20240430,リオン,6823,電気機器,0.00%,TOPIX Small 2,,
20240430,フォーラムエンジニアリング,7088,サービス業,0.00%,TOPIX Small 2,,
20240430,ＦＰパートナー,7388,保険業,0.00%,TOPIX Small 2,,
20240430,小松ウオール工業,7949,その他製品,0.00%,TOPIX Small 2,,
20240430,トーホー,8142,卸売業,0.00%,TOPIX Small 2,,
20240430,いなげや,8182,小売業,0.00%,TOPIX Small 2,,
20240430,筑波銀行,8338,銀行業,0.00%,TOPIX Small 2,,
20240430,ＮＳＷ,9739,情報・通信業,0.00%,TOPIX Small 2,,
20240430,綿半ホールディングス,3199,小売業,0.00%,TOPIX Small 2,,
20240430,エムアップホールディングス,3661,情報・通信業,0.00%,TOPIX Small 1,,
20240430,テイカ,4027,化学,0.00%,TOPIX Small 2,,
20240430,高圧ガス工業,4097,化学,0.00%,TOPIX Small 2,,
20240430,生化学工業,4548,医薬品,0.00%,TOPIX Small 2,,
20240430,藤倉コンポジット,5121,ゴム製品,0.00%,TOPIX Small 2,,
20240430,チャーム・ケア・コーポレーション,6062,サービス業,0.00%,TOPIX Small 2,,
20240430,大真空,6962,電気機器,0.00%,TOPIX Small 2,,
20240430,佐藤商事,8065,卸売業,0.00%,TOPIX Small 2,,
20240430,ＧＳＩクレオス,8101,卸売業,0.00%,TOPIX Small 2,,
20240430,山形銀行,8344,銀行業,0.00%,TOPIX Small 2,,
20240430,佐賀銀行,8395,銀行業,0.00%,TOPIX Small 2,,
20240430,乾汽船,9308,海運業,0.00%,TOPIX Small 1,,
20240430,ピーエス三菱,1871,建設業,0.00%,TOPIX Small 2,,
20240430,東京エネシス,1945,建設業,0.00%,TOPIX Small 2,,
20240430,三重交通グループホールディングス,3232,不動産業,0.00%,TOPIX Small 2,,
20240430,電算システムホールディングス,4072,情報・通信業,0.00%,TOPIX Small 2,,
20240430,カーリットホールディングス,4275,化学,0.00%,TOPIX Small 2,,
20240430,ベース,4481,情報・通信業,0.00%,TOPIX Small 1,,
20240430,ＳＢテクノロジー,4726,情報・通信業,0.00%,TOPIX Small 2,,
20240430,エラン,6099,サービス業,0.00%,TOPIX Small 2,,
20240430,Ｉ－ＰＥＸ,6640,電気機器,0.00%,TOPIX Small 2,,
20240430,アイコム,6820,電気機器,0.00%,TOPIX Small 2,,
20240430,カナデン,8081,卸売業,0.00%,TOPIX Small 2,,
20240430,極東貿易,8093,卸売業,0.00%,TOPIX Small 2,,
20240430,サンワテクノス,8137,卸売業,0.00%,TOPIX Small 2,,
20240430,東和銀行,8558,銀行業,0.00%,TOPIX Small 2,,
20240430,ヤマタネ,9305,卸売業,0.00%,TOPIX Small 2,,
20240430,アイネット,9600,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アイネス,9742,情報・通信業,0.00%,TOPIX Small 2,,
20240430,イノテック,9880,電気機器,0.00%,TOPIX Small 2,,
20240430,ケアネット,2150,サービス業,0.00%,TOPIX Small 2,,
20240430,ＷＤＢホールディングス,2475,サービス業,0.00%,TOPIX Small 2,,
20240430,ＪＰホールディングス,2749,サービス業,0.00%,TOPIX Small 2,,
20240430,エステー,4951,化学,0.00%,TOPIX Small 2,,
20240430,アジアパイルホールディングス,5288,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,バリューＨＲ,6078,サービス業,0.00%,TOPIX Small 2,,
20240430,日東工器,6151,機械,0.00%,TOPIX Small 2,,
20240430,日阪製作所,6247,機械,0.00%,TOPIX Small 2,,
20240430,大同メタル工業,7245,輸送用機器,0.00%,TOPIX Small 2,,
20240430,プロネクサス,7893,その他製品,0.00%,TOPIX Small 2,,
20240430,三陽商会,8011,繊維製品,0.00%,TOPIX Small 2,,
20240430,都築電気,8157,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ジャステック,9717,情報・通信業,0.00%,TOPIX Small 2,,
20240430,杉本商事,9932,卸売業,0.00%,TOPIX Small 2,,
20240430,ミニストップ,9946,小売業,0.00%,TOPIX Small 2,,
20240430,雪国まいたけ,1375,水産・農林業,0.00%,TOPIX Small 2,,
20240430,若築建設,1888,建設業,0.00%,TOPIX Small 2,,
20240430,富士製薬工業,4554,医薬品,0.00%,TOPIX Small 2,,
20240430,ＣＩＪ,4826,情報・通信業,0.00%,TOPIX Small 2,,
20240430,大阪製鐵,5449,鉄鋼,0.00%,TOPIX Small 2,,
20240430,大平洋金属,5541,鉄鋼,0.00%,TOPIX Small 2,,
20240430,フリュー,6238,機械,0.00%,TOPIX Small 1,,
20240430,ミマキエンジニアリング,6638,電気機器,0.00%,TOPIX Small 2,,
20240430,新電元工業,6844,電気機器,0.00%,TOPIX Small 2,,
20240430,チノー,6850,電気機器,0.00%,TOPIX Small 2,,
20240430,トランザクション,7818,その他製品,0.00%,TOPIX Small 2,,
20240430,ブックオフグループホールディングス,9278,小売業,0.00%,TOPIX Small 2,,
20240430,モリト,9837,卸売業,0.00%,TOPIX Small 2,,
20240430,大豊建設,1822,建設業,0.00%,TOPIX Small 1,,
20240430,日本甜菜製糖,2108,食料品,0.00%,TOPIX Small 2,,
20240430,Ｅ・Ｊホールディングス,2153,サービス業,0.00%,TOPIX Small 2,,
20240430,永谷園ホールディングス,2899,食料品,0.00%,TOPIX Small 2,,
20240430,シュッピン,3179,小売業,0.00%,TOPIX Small 2,,
20240430,アカツキ,3932,情報・通信業,0.00%,TOPIX Small 2,,
20240430,イーエムシステムズ,4820,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日工,6306,機械,0.00%,TOPIX Small 2,,
20240430,酒井重工業,6358,機械,0.00%,TOPIX Small 2,,
20240430,前澤化成工業,7925,化学,0.00%,TOPIX Small 2,,
20240430,河合楽器製作所,7952,その他製品,0.00%,TOPIX Small 2,,
20240430,三共生興,8018,卸売業,0.00%,TOPIX Small 2,,
20240430,ソーダニッカ,8158,卸売業,0.00%,TOPIX Small 2,,
20240430,エーアイテイー,9381,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,ピー・シー・エー,9629,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日特建設,1929,建設業,0.00%,TOPIX Small 2,,
20240430,中外炉工業,1964,建設業,0.00%,TOPIX Small 2,,
20240430,ウェルネオシュガー,2117,食料品,0.00%,TOPIX Small 2,,
20240430,ワールドホールディングス,2429,サービス業,0.00%,TOPIX Small 2,,
20240430,キャンドゥ,2698,小売業,0.00%,TOPIX Small 2,,
20240430,ブルドックソース,2804,食料品,0.00%,TOPIX Small 2,,
20240430,ファーマフーズ,2929,食料品,0.00%,TOPIX Small 1,,
20240430,トレジャー・ファクトリー,3093,小売業,0.00%,TOPIX Small 2,,
20240430,ラクト・ジャパン,3139,卸売業,0.00%,TOPIX Small 2,,
20240430,日本調剤,3341,小売業,0.00%,TOPIX Small 2,,
20240430,小松マテーレ,3580,繊維製品,0.00%,TOPIX Small 2,,
20240430,システムリサーチ,3771,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ラサ工業,4022,化学,0.00%,TOPIX Small 2,,
20240430,ぴあ,4337,サービス業,0.00%,TOPIX Small 2,,
20240430,東計電算,4746,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本精線,5659,鉄鋼,0.00%,TOPIX Small 2,,
20240430,エアトリ,6191,サービス業,0.00%,TOPIX Small 1,,
20240430,サムコ,6387,機械,0.00%,TOPIX Small 2,,
20240430,メルコホールディングス,6676,電気機器,0.00%,TOPIX Small 2,,
20240430,京三製作所,6742,電気機器,0.00%,TOPIX Small 2,,
20240430,千代田インテグレ,6915,電気機器,0.00%,TOPIX Small 2,,
20240430,リックス,7525,卸売業,0.00%,TOPIX Small 2,,
20240430,マーベラス,7844,情報・通信業,0.00%,TOPIX Small 2,,
20240430,六甲バター,2266,食料品,0.00%,TOPIX Small 2,,
20240430,柿安本店,2294,食料品,0.00%,TOPIX Small 2,,
20240430,スタジオアリス,2305,サービス業,0.00%,TOPIX Small 2,,
20240430,オエノンホールディングス,2533,食料品,0.00%,TOPIX Small 2,,
20240430,ＳＦＰホールディングス,3198,小売業,0.00%,TOPIX Small 2,,
20240430,稲葉製作所,3421,金属製品,0.00%,TOPIX Small 2,,
20240430,力の源ホールディングス,3561,小売業,0.00%,TOPIX Small 2,,
20240430,第一稀元素化学工業,4082,化学,0.00%,TOPIX Small 2,,
20240430,ニチバン,4218,化学,0.00%,TOPIX Small 2,,
20240430,ギフティ,4449,情報・通信業,0.00%,TOPIX Small 1,,
20240430,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,4725,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ユシロ化学工業,5013,石油・石炭製品,0.00%,TOPIX Small 2,,
20240430,三菱製鋼,5632,鉄鋼,0.00%,TOPIX Small 2,,
20240430,三協立山,5932,金属製品,0.00%,TOPIX Small 2,,
20240430,ヤマシンフィルタ,6240,機械,0.00%,TOPIX Small 2,,
20240430,日産車体,7222,輸送用機器,0.00%,TOPIX Small 2,,
20240430,コンドーテック,7438,卸売業,0.00%,TOPIX Small 2,,
20240430,ワタミ,7522,小売業,0.00%,TOPIX Small 1,,
20240430,愛知時計電機,7723,精密機器,0.00%,TOPIX Small 2,,
20240430,萩原工業,7856,その他製品,0.00%,TOPIX Small 2,,
20240430,トナミホールディングス,9070,陸運業,0.00%,TOPIX Small 2,,
20240430,燦ホールディングス,9628,サービス業,0.00%,TOPIX Small 2,,
20240430,日本リーテック,1938,建設業,0.00%,TOPIX Small 2,,
20240430,トーメンデバイス,2737,卸売業,0.00%,TOPIX Small 2,,
20240430,ブレインパッド,3655,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アミューズ,4301,サービス業,0.00%,TOPIX Small 2,,
20240430,日本空調サービス,4658,サービス業,0.00%,TOPIX Small 2,,
20240430,ファルコホールディングス,4671,サービス業,0.00%,TOPIX Small 2,,
20240430,アキレス,5142,化学,0.00%,TOPIX Small 2,,
20240430,フコク,5185,ゴム製品,0.00%,TOPIX Small 2,,
20240430,ワイエイシイホールディングス,6298,機械,0.00%,TOPIX Small 2,,
20240430,アドヴァングループ,7463,小売業,0.00%,TOPIX Small 2,,
20240430,近鉄百貨店,8244,小売業,0.00%,TOPIX Small 2,,
20240430,東洋証券,8614,証券、商品先物取引業,0.00%,TOPIX Small 2,,
20240430,内外トランスライン,9384,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,スバル興業,9632,サービス業,0.00%,TOPIX Small 2,,
20240430,ヤマウラ,1780,建設業,0.00%,TOPIX Small 2,,
20240430,バリューコマース,2491,サービス業,0.00%,TOPIX Small 2,,
20240430,ライフドリンク　カンパニー,2585,食料品,0.00%,TOPIX Small 2,,
20240430,紀文食品,2933,食料品,0.00%,TOPIX Small 2,,
20240430,グリムス,3150,卸売業,0.00%,TOPIX Small 2,,
20240430,ｅＢＡＳＥ,3835,情報・通信業,0.00%,TOPIX Small 2,,
20240430,オークネット,3964,情報・通信業,0.00%,TOPIX Small 2,,
20240430,オロ,3983,情報・通信業,0.00%,TOPIX Small 2,,
20240430,シーティーエス,4345,サービス業,0.00%,TOPIX Small 2,,
20240430,ＩＤホールディングス,4709,情報・通信業,0.00%,TOPIX Small 2,,
20240430,新日本製薬,4931,化学,0.00%,TOPIX Small 2,,
20240430,ＣＫサンエツ,5757,非鉄金属,0.00%,TOPIX Small 2,,
20240430,東京製綱,5981,金属製品,0.00%,TOPIX Small 2,,
20240430,井関農機,6310,機械,0.00%,TOPIX Small 2,,
20240430,市光工業,7244,電気機器,0.00%,TOPIX Small 2,,
20240430,ＳＰＫ,7466,卸売業,0.00%,TOPIX Small 2,,
20240430,幸楽苑ホールディングス,7554,小売業,0.00%,TOPIX Small 2,,
20240430,アステナホールディングス,8095,卸売業,0.00%,TOPIX Small 2,,
20240430,日東富士製粉,2003,食料品,0.00%,TOPIX Small 2,,
20240430,学情,2301,サービス業,0.00%,TOPIX Small 2,,
20240430,イートアンドホールディングス,2882,食料品,0.00%,TOPIX Small 2,,
20240430,ラサ商事,3023,卸売業,0.00%,TOPIX Small 2,,
20240430,オプティム,3694,情報・通信業,0.00%,TOPIX Small 2,,
20240430,テラスカイ,3915,情報・通信業,0.00%,TOPIX Small 2,,
20240430,セントラルスポーツ,4801,サービス業,0.00%,TOPIX Small 2,,
20240430,荒川化学工業,4968,化学,0.00%,TOPIX Small 2,,
20240430,テスホールディングス,5074,建設業,0.00%,TOPIX Small 2,,
20240430,ホッカンホールディングス,5902,金属製品,0.00%,TOPIX Small 2,,
20240430,日東精工,5957,金属製品,0.00%,TOPIX Small 2,,
20240430,キャリアリンク,6070,サービス業,0.00%,TOPIX Small 2,,
20240430,ウィルグループ,6089,サービス業,0.00%,TOPIX Small 2,,
20240430,前澤給装工業,6485,機械,0.00%,TOPIX Small 2,,
20240430,トレックス・セミコンダクター,6616,電気機器,0.00%,TOPIX Small 2,,
20240430,ジャパンディスプレイ,6740,電気機器,0.00%,TOPIX Small 1,,
20240430,フォスター電機,6794,電気機器,0.00%,TOPIX Small 2,,
20240430,曙ブレーキ工業,7238,輸送用機器,0.00%,TOPIX Small 2,,
20240430,アルビス,7475,小売業,0.00%,TOPIX Small 2,,
20240430,エコス,7520,小売業,0.00%,TOPIX Small 2,,
20240430,フジ・コーポレーション,7605,小売業,0.00%,TOPIX Small 2,,
20240430,インターアクション,7725,精密機器,0.00%,TOPIX Small 2,,
20240430,共同印刷,7914,その他製品,0.00%,TOPIX Small 2,,
20240430,ルックホールディングス,8029,繊維製品,0.00%,TOPIX Small 2,,
20240430,三信電気,8150,卸売業,0.00%,TOPIX Small 2,,
20240430,フジ住宅,8860,不動産業,0.00%,TOPIX Small 2,,
20240430,安田倉庫,9324,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,グルメ杵屋,9850,小売業,0.00%,TOPIX Small 2,,
20240430,エスプール,2471,サービス業,0.00%,TOPIX Small 1,,
20240430,デジタル・インフォメーション・テクノロジー,3916,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ユーザーローカル,3984,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本化学工業,4092,化学,0.00%,TOPIX Small 2,,
20240430,明光ネットワークジャパン,4668,サービス業,0.00%,TOPIX Small 2,,
20240430,ヨータイ,5357,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,平河ヒューテック,5821,非鉄金属,0.00%,TOPIX Small 2,,
20240430,アルインコ,5933,金属製品,0.00%,TOPIX Small 2,,
20240430,ミダックホールディングス,6564,サービス業,0.00%,TOPIX Small 2,,
20240430,双葉電子工業,6986,電気機器,0.00%,TOPIX Small 2,,
20240430,ヨロズ,7294,輸送用機器,0.00%,TOPIX Small 2,,
20240430,シモジマ,7482,卸売業,0.00%,TOPIX Small 2,,
20240430,魚力,7596,小売業,0.00%,TOPIX Small 2,,
20240430,オーハシテクニカ,7628,卸売業,0.00%,TOPIX Small 2,,
20240430,チヨダ,8185,小売業,0.00%,TOPIX Small 2,,
20240430,ラックランド,9612,サービス業,0.00%,TOPIX Small 2,,
20240430,学究社,9769,サービス業,0.00%,TOPIX Small 2,,
20240430,コア,2359,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アレンザホールディングス,3546,小売業,0.00%,TOPIX Small 2,,
20240430,ポールトゥウィンホールディングス,3657,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本カーバイド工業,4064,化学,0.00%,TOPIX Small 2,,
20240430,ドリームインキュベータ,4310,サービス業,0.00%,TOPIX Small 2,,
20240430,早稲田アカデミー,4718,サービス業,0.00%,TOPIX Small 2,,
20240430,アルファシステムズ,4719,情報・通信業,0.00%,TOPIX Small 2,,
20240430,クリーク・アンド・リバー社,4763,サービス業,0.00%,TOPIX Small 2,,
20240430,山田コンサルティンググループ,4792,サービス業,0.00%,TOPIX Small 2,,
20240430,アサンテ,6073,サービス業,0.00%,TOPIX Small 2,,
20240430,日進工具,6157,機械,0.00%,TOPIX Small 2,,
20240430,マルマエ,6264,機械,0.00%,TOPIX Small 2,,
20240430,日精樹脂工業,6293,機械,0.00%,TOPIX Small 2,,
